pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,category,rsi_period,oversold,overbought,tp_type,sl_type,session_filter,has_htf_filter,has_vola_filter,has_breakeven,max_bars,avg_hold_min,pnl_tokyo,pnl_london,pnl_newyork,trades_tokyo,trades_london,trades_newyork,pair_tf,pf_capped
0.7477,34.98,22.92,0.02,-21.58,1154.2,709,11,6,-0.0304,1.3899,rsi_reversal_d227fedd,USDJPY,M1,mean_reversion,10,28,72,atr_mult,atr_mult,london_ny,False,True,True,0,19.2,-0.5,-16.66,-4.42,82,334,293,USDJPY_M1,0.7477
1.0235,50.29,2.17,0.0,0.33,1076.2,173,7,6,0.0019,1.0117,rsi_reversal_a865b9c9,USDJPY,M1,mean_reversion,7,25,75,atr_mult,fixed,newyork,True,False,True,60,17.9,0.0,-2.62,2.94,0,50,123,USDJPY_M1,1.0235
0.6373,39.39,41.38,0.04,-40.87,1047.1,1084,15,8,-0.0377,0.9806,rsi_reversal_a056ecb1,USDJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,all,True,False,True,0,17.5,-13.43,-16.26,-11.17,406,317,361,USDJPY_M1,0.6373
0.6031,19.8,8.33,0.01,-8.01,353.9,293,23,3,-0.0273,2.4436,rsi_reversal_fdfb4d3e,USDJPY,M1,mean_reversion,18,30,70,fixed,fixed,tokyo,False,False,False,120,5.9,-8.01,0.0,0.0,293,0,0,USDJPY_M1,0.6031
1.0806,67.11,2.33,0.0,0.58,1417.9,76,3,9,0.0076,0.5297,rsi_reversal_41245532,USDJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,all,True,True,True,120,23.6,0.69,-0.95,0.84,34,17,25,USDJPY_M1,1.0806
0.561,11.97,25.43,0.03,-24.94,577.7,760,31,2,-0.0328,4.1245,rsi_reversal_7dabc487,USDJPY,M1,mean_reversion,7,25,75,fixed,fixed,london,False,True,False,60,9.6,-5.29,-19.66,0.0,166,594,0,USDJPY_M1,0.561
0.627,17.5,9.3,0.01,-8.72,874.0,240,17,2,-0.0363,2.9557,rsi_reversal_f4b816da,USDJPY,M1,mean_reversion,10,32,68,atr_mult,atr_mult,tokyo,True,False,False,60,14.6,-8.72,0.0,0.0,240,0,0,USDJPY_M1,0.627
0.566,22.53,9.04,0.01,-8.3,334.4,293,16,3,-0.0283,1.9466,rsi_reversal_3fde7dba,USDJPY,M1,mean_reversion,18,30,70,atr_mult,fixed,tokyo,False,False,True,240,5.6,-8.3,0.0,0.0,293,0,0,USDJPY_M1,0.566
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_1291162e,USDJPY,M1,mean_reversion,21,25,75,fixed,atr_mult,all,True,True,False,240,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M1,0.0
0.6733,26.48,18.13,0.02,-16.38,1402.2,389,15,4,-0.0421,1.8697,rsi_reversal_e4af5c24,USDJPY,M1,mean_reversion,10,28,72,fixed,fixed,london,False,True,True,0,23.4,-0.47,-15.91,0.0,79,310,0,USDJPY_M1,0.6733
0.7411,25.0,1.14,0.0,-0.7,1149.0,20,5,1,-0.0348,2.2232,rsi_reversal_3265c873,USDJPY,M1,mean_reversion,21,32,68,fixed,fixed,tokyo,True,False,False,0,19.1,-0.7,0.0,0.0,20,0,0,USDJPY_M1,0.7411
0.6384,21.52,2.4,0.0,-2.14,351.6,79,11,3,-0.0271,2.3282,rsi_reversal_ee52023a,USDJPY,M1,mean_reversion,21,32,68,fixed,fixed,all,True,True,False,240,5.9,-1.06,-1.28,0.19,32,23,24,USDJPY_M1,0.6384
6.7234,80.0,0.14,0.0,0.81,888.0,5,1,3,0.1614,1.6809,rsi_reversal_1188e06f,USDJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,False,True,False,120,14.8,0.81,0.0,0.0,5,0,0,USDJPY_M1,6.7234
0.9205,66.67,0.44,0.0,-0.04,580.0,6,2,4,-0.0058,0.4602,rsi_reversal_14c139bd,USDJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,newyork,True,False,False,120,9.7,0.0,-0.24,0.21,0,1,5,USDJPY_M1,0.9205
1.7685,81.25,0.32,0.0,0.71,1098.8,16,1,7,0.0442,0.4081,rsi_reversal_7b31689d,USDJPY,M1,mean_reversion,14,28,72,atr_mult,fixed,newyork,True,False,True,0,18.3,0.0,0.07,0.64,0,4,12,USDJPY_M1,1.7685
0.517,56.36,20.02,0.02,-19.44,366.8,527,9,8,-0.0369,0.4003,rsi_reversal_a82449b9,USDJPY,M1,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,6.1,-1.3,-18.14,0.0,94,433,0,USDJPY_M1,0.517
0.715,75.25,7.73,0.01,-6.23,707.2,295,4,19,-0.0211,0.2351,rsi_reversal_c4bf3fd8,USDJPY,M1,mean_reversion,21,35,65,fixed,fixed,tokyo,False,True,False,0,11.8,-6.23,0.0,0.0,295,0,0,USDJPY_M1,0.715
0.7001,37.19,19.33,0.02,-18.94,958.0,562,11,6,-0.0337,1.1825,rsi_reversal_4dd53685,USDJPY,M1,mean_reversion,10,35,65,fixed,fixed,all,True,True,False,60,16.0,-6.97,-5.88,-6.09,208,171,183,USDJPY_M1,0.7001
1.8664,73.68,0.71,0.0,1.11,1351.6,19,2,6,0.0584,0.6666,rsi_reversal_c9550def,USDJPY,M1,mean_reversion,21,25,75,fixed,fixed,tokyo,False,True,True,60,22.5,1.11,0.0,0.0,19,0,0,USDJPY_M1,1.8664
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_fcec14a6,USDJPY,M1,mean_reversion,14,20,80,atr_mult,atr_mult,tokyo,True,False,True,240,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M1,0.0
0.6352,41.46,18.34,0.02,-17.07,773.2,439,9,6,-0.0389,0.8969,rsi_reversal_cea362ea,USDJPY,M1,mean_reversion,18,35,65,fixed,atr_mult,london,False,True,True,120,12.9,-0.1,-16.97,0.0,83,356,0,USDJPY_M1,0.6352
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_74f9af2e,USDJPY,M1,mean_reversion,18,20,80,atr_mult,fixed,london_ny,True,False,True,0,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M1,0.0
0.809,20.58,8.85,0.01,-8.05,940.6,452,17,4,-0.0178,3.1228,rsi_reversal_12f149b0,USDJPY,M1,mean_reversion,21,32,68,fixed,atr_mult,london_ny,False,True,False,60,15.7,-0.43,-5.42,-2.2,41,247,164,USDJPY_M1,0.809
0.7722,38.36,8.08,0.01,-7.22,3218.1,159,9,3,-0.0454,1.2405,rsi_reversal_3337b0fb,USDJPY,M1,mean_reversion,7,32,68,atr_mult,fixed,london,True,False,False,240,53.6,0.51,-7.73,0.0,39,120,0,USDJPY_M1,0.7722
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a895077c,USDJPY,M1,mean_reversion,18,20,80,atr_mult,atr_mult,tokyo,True,False,False,120,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M1,0.0
0.777,39.66,1.89,0.0,-1.25,820.3,58,7,4,-0.0215,1.1824,rsi_reversal_e41d0290,USDJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,london_ny,True,False,True,120,13.7,-0.7,-1.06,0.52,5,26,27,USDJPY_M1,0.777
0.8548,34.44,15.12,0.02,-8.84,1377.9,514,16,5,-0.0172,1.6275,rsi_reversal_f4d4394b,USDJPY,M1,mean_reversion,7,28,72,atr_mult,atr_mult,tokyo,False,True,True,60,23.0,-8.84,0.0,0.0,514,0,0,USDJPY_M1,0.8548
0.7406,37.88,34.69,0.03,-30.87,886.1,1085,13,5,-0.0285,1.2146,rsi_reversal_365894b2,USDJPY,M1,mean_reversion,10,32,68,fixed,fixed,london_ny,False,True,False,60,14.8,-0.07,-22.77,-8.03,136,514,435,USDJPY_M1,0.7406
0.7208,35.68,4.47,0.0,-3.38,249.0,213,12,3,-0.0159,1.2994,rsi_reversal_fc598c45,USDJPY,M1,mean_reversion,10,30,70,atr_mult,fixed,newyork,True,False,True,0,4.2,0.0,-1.14,-2.24,0,61,152,USDJPY_M1,0.7208
0.8704,51.72,1.45,0.0,-0.55,1920.0,29,3,3,-0.019,0.8124,rsi_reversal_8eaf0095,USDJPY,M1,mean_reversion,10,25,75,atr_mult,fixed,newyork,True,False,False,60,32.0,0.0,-0.63,0.08,0,7,22,USDJPY_M1,0.8704
0.8632,39.84,12.3,0.01,-9.29,2988.1,369,17,9,-0.0252,1.3036,rsi_reversal_7d1dacdf,USDJPY,M1,mean_reversion,18,30,70,fixed,fixed,all,False,False,False,120,49.8,-1.76,-4.24,-3.29,126,123,120,USDJPY_M1,0.8632
0.7259,65.24,7.35,0.01,-5.05,1152.4,164,4,15,-0.0308,0.3867,rsi_reversal_5a528658,USDJPY,M1,mean_reversion,21,32,68,atr_mult,fixed,london,False,True,True,240,19.2,-0.79,-4.26,0.0,27,137,0,USDJPY_M1,0.7259
0.8073,36.28,7.49,0.01,-4.81,1059.3,215,11,6,-0.0224,1.418,rsi_reversal_ba111fd0,USDJPY,M1,mean_reversion,21,32,68,atr_mult,atr_mult,newyork,False,True,True,60,17.7,0.0,-3.37,-1.44,0,85,130,USDJPY_M1,0.8073
0.6448,31.48,3.06,0.0,-2.42,1644.4,54,6,2,-0.0448,1.4034,rsi_reversal_fc6388ec,USDJPY,M1,mean_reversion,10,25,75,fixed,atr_mult,newyork,True,False,True,0,27.4,0.0,-1.98,-0.43,0,13,41,USDJPY_M1,0.6448
0.5701,34.75,27.64,0.03,-27.32,365.7,849,13,8,-0.0322,1.0706,rsi_reversal_72c6fd76,USDJPY,M1,mean_reversion,7,30,70,atr_mult,atr_mult,all,True,True,False,120,6.1,-10.29,-7.97,-9.06,329,247,273,USDJPY_M1,0.5701
0.835,54.43,10.79,0.01,-8.16,1884.2,395,6,7,-0.0207,0.6991,rsi_reversal_6b946fdf,USDJPY,M1,mean_reversion,7,30,70,fixed,fixed,london,False,False,True,240,31.4,0.5,-8.66,0.0,91,304,0,USDJPY_M1,0.835
0.6107,19.68,32.87,0.03,-31.85,350.0,1199,33,4,-0.0266,2.4919,rsi_reversal_09f0bc6f,USDJPY,M1,mean_reversion,10,28,72,fixed,fixed,london_ny,False,False,False,60,5.8,-2.05,-17.98,-11.81,141,572,486,USDJPY_M1,0.6107
0.783,46.15,2.35,0.0,-1.24,2547.7,39,5,3,-0.0318,0.9135,rsi_reversal_45c5b145,USDJPY,M1,mean_reversion,14,32,68,atr_mult,atr_mult,newyork,True,False,False,60,42.5,0.0,-0.99,-0.25,0,10,29,USDJPY_M1,0.783
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_2f3fd065,USDJPY,M1,mean_reversion,18,20,80,atr_mult,fixed,all,True,True,True,120,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M1,0.0
0.9596,42.48,11.49,0.01,-1.99,3227.6,266,9,7,-0.0075,1.2992,rsi_reversal_26522ae3,USDJPY,M1,mean_reversion,10,32,68,fixed,fixed,tokyo,False,True,False,0,53.8,-1.99,0.0,0.0,266,0,0,USDJPY_M1,0.9596
0.6354,12.45,15.9,0.02,-13.47,651.8,498,39,2,-0.027,4.4683,rsi_reversal_530d6697,USDJPY,M1,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,False,120,10.9,-13.47,0.0,0.0,498,0,0,USDJPY_M1,0.6354
0.8393,56.45,2.24,0.0,-1.42,1545.5,62,3,7,-0.0228,0.6475,rsi_reversal_2ded6437,USDJPY,M1,mean_reversion,14,32,68,fixed,atr_mult,newyork,True,False,False,120,25.8,0.0,-0.64,-0.78,0,18,44,USDJPY_M1,0.8393
0.634,62.86,14.32,0.01,-13.91,1141.5,315,4,8,-0.0442,0.3746,rsi_reversal_2f756421,USDJPY,M1,mean_reversion,14,32,68,atr_mult,fixed,london,False,False,True,120,19.0,0.01,-13.92,0.0,66,249,0,USDJPY_M1,0.634
0.7265,65.43,34.39,0.03,-33.47,1149.6,1102,6,14,-0.0304,0.3839,rsi_reversal_5665ffde,USDJPY,M1,mean_reversion,7,35,65,atr_mult,fixed,london_ny,False,True,True,240,19.2,-1.5,-19.51,-12.46,151,526,425,USDJPY_M1,0.7265
0.5795,22.87,47.71,0.05,-47.05,340.6,1788,22,4,-0.0263,1.9537,rsi_reversal_437930b1,USDJPY,M1,mean_reversion,7,35,65,atr_mult,fixed,tokyo,False,False,True,0,5.7,-47.05,0.0,0.0,1788,0,0,USDJPY_M1,0.5795
0.6266,38.64,4.01,0.0,-3.53,347.3,132,8,3,-0.0268,0.9952,rsi_reversal_e182a9e0,USDJPY,M1,mean_reversion,10,20,80,atr_mult,atr_mult,tokyo,False,True,False,60,5.8,-3.53,0.0,0.0,132,0,0,USDJPY_M1,0.6266
0.6214,37.71,41.9,0.04,-40.64,353.7,1461,14,7,-0.0278,1.0263,rsi_reversal_c59d9050,USDJPY,M1,mean_reversion,14,35,65,atr_mult,atr_mult,london_ny,False,True,True,0,5.9,-2.65,-22.62,-15.37,182,684,595,USDJPY_M1,0.6214
0.7732,43.52,14.57,0.01,-12.6,2315.6,347,8,7,-0.0363,1.0036,rsi_reversal_9772875d,USDJPY,M1,mean_reversion,7,30,70,fixed,fixed,newyork,False,False,False,60,38.6,0.0,-6.89,-5.71,0,122,225,USDJPY_M1,0.7732
0.8117,46.34,2.7,0.0,-1.45,812.9,82,7,5,-0.0177,0.9398,rsi_reversal_3238671d,USDJPY,M1,mean_reversion,14,30,70,fixed,atr_mult,all,True,False,True,0,13.5,-0.19,-1.01,-0.26,36,19,27,USDJPY_M1,0.8117
0.2994,12.5,1.77,0.0,-1.58,495.0,24,9,1,-0.0659,2.0957,rsi_reversal_3df00c55,USDJPY,M1,mean_reversion,21,35,65,fixed,atr_mult,newyork,True,False,False,240,8.2,0.0,-0.52,-1.06,0,8,16,USDJPY_M1,0.2994
0.6873,53.85,5.24,0.01,-3.42,1660.9,91,5,7,-0.0376,0.5891,rsi_reversal_01924dc5,USDJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,tokyo,True,False,True,240,27.7,-3.42,0.0,0.0,91,0,0,USDJPY_M1,0.6873
0.8692,57.14,1.23,0.0,-0.26,1710.0,14,3,5,-0.0186,0.6519,rsi_reversal_daee6f4e,USDJPY,M1,mean_reversion,18,32,68,fixed,fixed,london,True,False,False,120,28.5,-0.17,-0.09,0.0,2,12,0,USDJPY_M1,0.8692
0.8785,55.94,5.93,0.01,-2.25,1696.4,143,6,6,-0.0157,0.6918,rsi_reversal_dea8e67b,USDJPY,M1,mean_reversion,7,20,80,fixed,fixed,all,True,True,False,60,28.3,-0.1,-3.44,1.3,62,39,42,USDJPY_M1,0.8785
0.5469,17.65,2.55,0.0,-2.3,360.0,68,16,2,-0.0338,2.5521,rsi_reversal_c1d35d3e,USDJPY,M1,mean_reversion,7,20,80,atr_mult,fixed,london,True,False,False,0,6.0,-0.85,-1.45,0.0,14,54,0,USDJPY_M1,0.5469
0.7252,41.67,29.63,0.03,-27.26,812.2,1027,12,6,-0.0265,1.015,rsi_reversal_72b3f2b7,USDJPY,M1,mean_reversion,14,35,65,atr_mult,fixed,london_ny,False,True,True,60,13.5,1.19,-19.01,-9.44,135,472,420,USDJPY_M1,0.7252
0.0,0.0,0.14,0.0,-0.14,180.0,1,1,0,-0.141,0.0,rsi_reversal_8ed2845e,USDJPY,M1,mean_reversion,18,20,80,fixed,atr_mult,all,True,True,True,0,3.0,-0.14,0.0,0.0,1,0,0,USDJPY_M1,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_827f00dd,USDJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M1,0.0
0.6531,25.91,63.28,0.06,-62.86,552.8,2096,20,6,-0.03,1.868,rsi_reversal_4a00e7a8,USDJPY,M1,mean_reversion,7,35,65,fixed,atr_mult,london_ny,False,False,False,120,9.2,-9.3,-31.45,-22.11,281,981,834,USDJPY_M1,0.6531
0.2534,66.67,0.3,0.0,-0.22,2080.0,3,1,2,-0.0737,0.1267,rsi_reversal_399a57fd,USDJPY,M1,mean_reversion,21,20,80,fixed,atr_mult,newyork,False,True,True,0,34.7,0.0,0.0,-0.22,0,0,3,USDJPY_M1,0.2534
0.5674,56.25,1.73,0.0,-0.98,1245.0,16,3,3,-0.0614,0.4413,rsi_reversal_51620aa6,USDJPY,M1,mean_reversion,14,25,75,atr_mult,fixed,tokyo,True,False,False,0,20.8,-0.98,0.0,0.0,16,0,0,USDJPY_M1,0.5674
0.0,0.0,0.12,0.0,-0.12,120.0,1,1,0,-0.118,0.0,rsi_reversal_2924612b,USDJPY,M1,mean_reversion,18,20,80,fixed,fixed,tokyo,True,False,True,0,2.0,-0.12,0.0,0.0,1,0,0,USDJPY_M1,0.0
inf,100.0,0.0,0.0,0.22,570.0,2,0,2,0.1095,0.0,rsi_reversal_dc8b2d3b,USDJPY,M1,mean_reversion,14,20,80,atr_mult,fixed,all,True,True,False,60,9.5,0.0,0.08,0.14,0,1,1,USDJPY_M1,10.0
0.7402,25.78,4.28,0.0,-4.0,1470.7,256,12,4,-0.0156,2.1309,rsi_reversal_87642fef,USDJPY,M5,mean_reversion,7,28,72,fixed,fixed,newyork,False,True,True,240,24.5,0.0,-1.45,-2.55,0,107,149,USDJPY_M5,0.7402
inf,100.0,0.0,0.0,0.35,4050.0,2,0,2,0.176,0.0,rsi_reversal_98668bee,USDJPY,M5,mean_reversion,21,30,70,fixed,fixed,all,True,True,True,60,67.5,0.0,0.17,0.19,0,1,1,USDJPY_M5,10.0
1.5238,50.0,0.34,0.0,0.18,4275.0,4,2,2,0.044,1.5238,rsi_reversal_08f68746,USDJPY,M5,mean_reversion,21,32,68,fixed,fixed,newyork,True,False,False,60,71.2,0.0,-0.2,0.38,0,1,3,USDJPY_M5,1.5238
0.8522,36.92,2.56,0.0,-1.08,6276.9,65,9,6,-0.0167,1.4558,rsi_reversal_316c4c2b,USDJPY,M5,mean_reversion,14,30,70,atr_mult,fixed,tokyo,False,True,True,60,104.6,-1.08,0.0,0.0,65,0,0,USDJPY_M5,0.8522
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_05df4dd6,USDJPY,M5,mean_reversion,14,25,75,fixed,fixed,london,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M5,0.0
inf,100.0,0.0,0.0,0.14,1800.0,1,0,1,0.14,0.0,rsi_reversal_b50fcceb,USDJPY,M5,mean_reversion,21,28,72,fixed,fixed,all,True,True,True,0,30.0,0.0,0.14,0.0,0,1,0,USDJPY_M5,10.0
1.6036,50.0,0.61,0.0,0.64,7575.0,12,3,2,0.0532,1.6036,rsi_reversal_80b5f496,USDJPY,M5,mean_reversion,7,20,80,atr_mult,fixed,london_ny,True,False,True,240,126.2,0.0,0.53,0.11,0,6,6,USDJPY_M5,1.6036
0.5432,38.92,7.42,0.01,-7.41,846.8,316,9,6,-0.0234,0.8523,rsi_reversal_fb3bfe9e,USDJPY,M5,mean_reversion,10,30,70,fixed,fixed,london_ny,False,True,True,240,14.1,-0.19,-5.27,-1.95,44,157,115,USDJPY_M5,0.5432
1.3213,82.89,1.35,0.0,1.05,2940.8,76,5,25,0.0139,0.2727,rsi_reversal_4c819dbe,USDJPY,M5,mean_reversion,10,32,68,fixed,atr_mult,london_ny,True,False,True,120,49.0,0.15,0.26,0.65,16,32,28,USDJPY_M5,1.3213
0.6543,50.0,3.5,0.0,-3.35,9472.7,66,7,6,-0.0507,0.6543,rsi_reversal_c3e5abb9,USDJPY,M5,mean_reversion,10,28,72,fixed,fixed,london,False,False,True,60,157.9,0.09,-3.43,0.0,17,49,0,USDJPY_M5,0.6543
inf,100.0,0.0,0.0,0.13,2400.0,4,0,4,0.0322,0.0,rsi_reversal_1f4663e6,USDJPY,M5,mean_reversion,14,28,72,fixed,atr_mult,tokyo,True,False,True,0,40.0,0.13,0.0,0.0,4,0,0,USDJPY_M5,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_cba164b0,USDJPY,M5,mean_reversion,21,25,75,fixed,atr_mult,london_ny,True,False,True,60,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M5,0.0
0.8859,68.6,2.51,0.0,-1.93,5478.5,172,5,15,-0.0112,0.4054,rsi_reversal_3bec2b0b,USDJPY,M5,mean_reversion,10,32,68,atr_mult,atr_mult,london_ny,False,True,True,60,91.3,-0.48,-1.83,0.38,30,80,62,USDJPY_M5,0.8859
0.4618,22.99,6.99,0.01,-6.58,2258.8,187,18,3,-0.0352,1.5464,rsi_reversal_7b6468aa,USDJPY,M5,mean_reversion,10,30,70,atr_mult,fixed,tokyo,False,True,True,60,37.6,-6.58,0.0,0.0,187,0,0,USDJPY_M5,0.4618
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_d5d7e41f,USDJPY,M5,mean_reversion,18,20,80,fixed,fixed,newyork,False,False,True,0,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M5,0.0
0.4176,46.51,2.39,0.0,-2.39,5211.6,43,7,5,-0.0556,0.4802,rsi_reversal_7edf0392,USDJPY,M5,mean_reversion,14,32,68,atr_mult,atr_mult,all,True,True,True,240,86.9,-1.95,-0.28,-0.15,16,12,15,USDJPY_M5,0.4176
0.8213,60.23,2.75,0.0,-1.58,7786.4,88,5,11,-0.0179,0.5423,rsi_reversal_291ec70d,USDJPY,M5,mean_reversion,7,25,75,atr_mult,atr_mult,all,True,False,True,60,129.8,-3.09,-0.42,1.93,34,23,31,USDJPY_M5,0.8213
0.875,30.23,3.13,0.0,-1.4,8905.8,86,8,4,-0.0163,2.0193,rsi_reversal_f4868c38,USDJPY,M5,mean_reversion,7,28,72,atr_mult,atr_mult,all,True,False,False,120,148.4,-2.77,-1.23,2.59,38,20,28,USDJPY_M5,0.875
0.0,0.0,0.72,0.0,-0.72,1466.7,9,9,0,-0.0801,0.0,rsi_reversal_646424a9,USDJPY,M5,mean_reversion,14,28,72,atr_mult,fixed,all,True,True,True,120,24.4,-0.29,-0.06,-0.37,5,1,3,USDJPY_M5,0.0
0.7435,37.61,3.6,0.0,-3.12,4981.7,109,10,6,-0.0286,1.2331,rsi_reversal_720ec65b,USDJPY,M5,mean_reversion,21,35,65,fixed,fixed,london_ny,False,True,True,0,83.0,-1.19,-1.22,-0.71,15,57,37,USDJPY_M5,0.7435
0.6377,20.0,4.57,0.0,-4.1,1715.3,170,14,4,-0.0241,2.5508,rsi_reversal_38445148,USDJPY,M5,mean_reversion,14,30,70,fixed,fixed,london_ny,False,True,True,120,28.6,-0.75,-2.01,-1.33,20,88,62,USDJPY_M5,0.6377
0.8863,41.54,2.1,0.0,-0.67,5127.7,65,6,3,-0.0102,1.2474,rsi_reversal_22e6faba,USDJPY,M5,mean_reversion,10,25,75,atr_mult,fixed,newyork,False,True,True,60,85.5,0.0,-0.36,-0.3,0,30,35,USDJPY_M5,0.8863
0.4701,54.39,4.65,0.0,-4.66,1821.1,114,5,5,-0.0408,0.3942,rsi_reversal_53bbde38,USDJPY,M5,mean_reversion,18,35,65,fixed,fixed,london,False,True,True,60,30.4,-1.44,-3.21,0.0,19,95,0,USDJPY_M5,0.4701
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_33d1ad28,USDJPY,M5,mean_reversion,14,20,80,fixed,fixed,all,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_3af2f7a1,USDJPY,M5,mean_reversion,21,20,80,fixed,fixed,all,True,True,False,60,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M5,0.0
0.6331,23.26,2.2,0.0,-1.36,2358.1,43,14,2,-0.0316,2.0891,rsi_reversal_ef40a5f0,USDJPY,M5,mean_reversion,21,30,70,fixed,atr_mult,tokyo,False,False,False,60,39.3,-1.36,0.0,0.0,43,0,0,USDJPY_M5,0.6331
0.6443,41.58,1.86,0.0,-1.7,748.5,101,5,4,-0.0169,0.9051,rsi_reversal_9e93aebf,USDJPY,M5,mean_reversion,18,30,70,fixed,fixed,london_ny,False,True,True,120,12.5,-0.26,-0.47,-0.97,17,52,32,USDJPY_M5,0.6443
1.1089,61.9,1.71,0.0,0.41,8592.9,42,8,6,0.0099,0.6824,rsi_reversal_43c596c9,USDJPY,M5,mean_reversion,14,28,72,atr_mult,atr_mult,london,False,True,True,120,143.2,0.26,0.16,0.0,10,32,0,USDJPY_M5,1.1089
0.9421,20.0,0.75,0.0,-0.1,6090.0,20,7,2,-0.0049,3.7683,rsi_reversal_72590aee,USDJPY,M5,mean_reversion,10,25,75,fixed,atr_mult,all,True,True,False,240,101.5,-0.49,0.69,-0.3,10,4,6,USDJPY_M5,0.9421
0.6034,60.78,2.79,0.0,-2.42,6429.4,51,3,6,-0.0474,0.3893,rsi_reversal_1239b9f7,USDJPY,M5,mean_reversion,14,30,70,atr_mult,atr_mult,tokyo,False,True,False,60,107.2,-2.42,0.0,0.0,51,0,0,USDJPY_M5,0.6034
1.1629,60.0,1.52,0.0,0.77,8046.0,50,3,6,0.0154,0.7753,rsi_reversal_d860fa38,USDJPY,M5,mean_reversion,7,32,68,atr_mult,atr_mult,newyork,True,False,True,60,134.1,0.0,-0.07,0.84,0,16,34,USDJPY_M5,1.1629
0.6403,27.27,2.76,0.0,-2.7,7510.9,55,8,3,-0.0492,1.7075,rsi_reversal_5720c953,USDJPY,M5,mean_reversion,18,32,68,atr_mult,atr_mult,newyork,False,True,True,120,125.2,0.0,-1.16,-1.54,0,27,28,USDJPY_M5,0.6403
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,rsi_reversal_a7dd6ee3,USDJPY,M5,mean_reversion,21,30,70,atr_mult,atr_mult,london,True,False,True,120,0.0,0.0,0.0,0.0,0,0,0,USDJPY_M5,0.0
